smiles_clean,valid,comment,n_reos_warnings,inchi,label_raw,id,split
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C11H14N4O4/c12-9-5-1-2-15(10(5)14-4-13-9)11-8(18)7(17)6(3-16)19-11/h1-2,4,6-8,11,16-18H,3H2,(H2,12,13,14)",-1.95,tubercidin,train
Oc1cccc(O)c1,True,(),0,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",0.81,"1,3-Benzenediol",train
CCCCCCO,True,Aliphatic long chain,1,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",-1.24,1-Hexanol,train
CCCCCCl,True,"Aliphatic long chain, alkyl halide",2,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",-2.73,1-Chloropentane,train
C=CC=C,True,polyene,1,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",-1.87,"1,3-Butadiene",train
CCCOC(C)=O,True,(),0,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",-0.72,Propyl acetate,train
Oc1ccc2c(c1)CCCC2,True,(),0,"InChI=1S/C10H12O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h5-7,11H,1-4H2",-1.99,"5,6,7,8-tetrahydro-2-naphthol",train
NC(=O)CCl,True,alkyl halide,1,"InChI=1S/C2H4ClNO/c3-1-2(4)5/h1H2,(H2,4,5)",-0.02,chloroacetamide,train
Cc1ccc(Cl)cc1,True,(),0,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",-3.08,4-Chlorotoluene,train
CSc1nnc(C(C)(C)C)c(=O)n1N,True,(),0,"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3",-2.253,Metribuzin,train
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,True,phosphor,1,"InChI=1S/C21H21O4P/c1-16-11-13-19(14-12-16)23-26(22,24-20-9-6-7-17(2)15-20)25-21-10-5-4-8-18(21)3/h4-15H,1-3H3",-6.01,Tricresyl phosphate,train
CCCCCC=O,True,"aldehyde, Aliphatic long chain",2,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",-1.3,Caproaldehyde,train
CCCCOC(=O)c1ccc(N)cc1,True,"Aliphatic long chain, aniline",2,"InChI=1S/C11H15NO2/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7H,2-3,8,12H2,1H3",-3.082,Butamben,train
Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,True,(),0,"InChI=1S/C14H13N3O2/c1-8-3-4-11-12(5-8)19-13-10(14(18)17(11)2)6-9(15)7-16-13/h3-7H,15H2,1-2H3",-3.043,RTI 3,train
CC(C)=CCC/C(C)=C\CO,True,isolated alkene,1,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",-2.46,Nerol,train
Clc1ccc(-c2ccccc2Cl)cc1,True,(),0,InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,-5.28,"2,4'-PCB",train
CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,True,"Aliphatic long chain, hydantoin",2,"InChI=1S/C24H28N2O4/c1-2-3-4-5-12-17-21(27)30-18-26-22(28)24(25-23(26)29,19-13-8-6-9-14-19)20-15-10-7-11-16-20/h6-11,13-16H,2-5,12,17-18H2,1H3,(H,25,29)",-6.523,3-Octanoyloxymethylphenytoin,train
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],True,"isolated alkene, nitro group, Oxygen-nitrogen single bond",3,"InChI=1S/C13H14F3N3O4/c1-4-17(7-8(2)3)12-10(18(20)21)5-9(13(14,15)16)6-11(12)19(22)23/h5-6H,2,4,7H2,1,3H3",-6.124,Ethalfluralin,train
Clc1ccc(Cl)c(Cl)c1Cl,True,"halogenated ring, halogenated ring",2,InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H,-4.57,"1,2,3,4-Tetrachlorobenzene",train
CCCC(C)(COC(N)=O)COC(N)=O,True,(),0,"InChI=1S/C9H18N2O4/c1-3-4-9(2,5-14-7(10)12)6-15-8(11)13/h3-6H2,1-2H3,(H2,10,12)(H2,11,13)",-1.807,Meprobamate,train
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,True,isolated alkene,1,"InChI=1S/C21H32O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4,15-19,23H,5-12H2,1-3H3",-4.65,pregnenolone,train
CI,True,"alkyl halide, iodine",2,InChI=1S/CH3I/c1-2/h1H3,-1.0,Iodomethane,train
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,True,phthalimide,1,"InChI=1S/C15H23NO4/c1-8-3-9(2)15(20)11(4-8)12(17)5-10-6-13(18)16-14(19)7-10/h8-12,17H,3-7H2,1-2H3,(H,16,18,19)",-1.13,cycloheximide,train
CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,True,"Aliphatic long chain, hydantoin",2,"InChI=1S/C23H26N2O4/c1-2-3-4-11-16-20(26)29-17-25-21(27)23(24-22(25)28,18-12-7-5-8-13-18)19-14-9-6-10-15-19/h5-10,12-15H,2-4,11,16-17H2,1H3,(H,24,28)",-6.301,3-Heptanoyloxymethylphenytoin,train
CC1=CC(=O)CC(C)(C)C1,True,(),0,"InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3",-1.06,isophorone,train
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,True,beta-keto/anhydride,1,"InChI=1S/C10H16N2O3/c1-4-6(3)10(5-2)7(13)11-9(15)12-8(10)14/h6H,4-5H2,1-3H3,(H2,11,12,13,14,15)",-2.39,Butabarbital,train
CCCCC(=O)CCCC,True,(),0,"InChI=1S/C9H18O/c1-3-5-7-9(10)8-6-4-2/h3-8H2,1-2H3",-2.58,5-Nonanone,train
CCC1(c2ccccc2)CCC(=O)NC1=O,True,phthalimide,1,"InChI=1S/C13H15NO2/c1-2-13(10-6-4-3-5-7-10)9-8-11(15)14-12(13)16/h3-7H,2,8-9H2,1H3,(H,14,15,16)",-2.337,Glutethimide,train
CCC(C)CC,True,(),0,"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3",-3.68,3-Methylpentane,train
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,True,(),0,"InChI=1S/C25H28O3/c1-4-27-22-15-13-21(14-16-22)25(2,3)19-26-18-20-9-8-12-24(17-20)28-23-10-6-5-7-11-23/h5-17H,4,18-19H2,1-3H3",-8.6,Etofenprox,train
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C16H14N2O/c1-11-7-3-6-10-15(11)18-12(2)17-14-9-5-4-8-13(14)16(18)19/h3-10H,1-2H3",-2.925,Methaqualone,train
N#CCCl,True,alkyl halide,1,InChI=1S/C2H2ClN/c3-1-2-4/h1H2,-0.092,Chloroacetonitrile,train
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,True,"halogenated ring, phosphor",2,"InChI=1S/C10H12Cl3O2PS/c1-3-14-16(17,4-2)15-10-6-8(12)7(11)5-9(10)13/h5-6H,3-4H2,1-2H3",-5.752000000000001,Trichloronate,train
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,True,"isolated alkene, triple bond",2,"InChI=1S/C21H28O2/c1-4-21(23)12-9-18-16-6-5-14-13-15(22)7-10-19(14,2)17(16)8-11-20(18,21)3/h1,13,16-18,23H,5-12H2,2-3H3",-5.66,Ethisterone,train
CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,True,isolated alkene,1,"InChI=1S/C27H42O3/c1-16-9-22-23(29-15-16)14-27(4)24(30-22)12-21-20-11-18-10-19(28)6-7-25(18,2)13-17(20)5-8-26(21,27)3/h11,16-17,19-24,28H,5-10,12-15H2,1-4H3",-7.32,Diosgenin,train
Nc1ccccc1O,True,"aniline, catechol",2,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",-0.72,o-Aminophenol,train
CCCCCCCCC(=O)OCC,True,Aliphatic long chain,1,"InChI=1S/C11H22O2/c1-3-5-6-7-8-9-10-11(12)13-4-2/h3-10H2,1-2H3",-3.8,Ethyl nonanoate,train
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3",-1.601,metalaxyl,train
CNC(=O)Oc1ccccc1OC(C)C,True,(),0,"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)",-2.05,Propoxur,train
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,True,(),0,"InChI=1S/C15H18Cl2N2O3/c1-8(2)21-12-7-11(9(16)6-10(12)17)19-14(20)22-13(18-19)15(3,4)5/h6-8H,1-5H3",-5.696000000000001,Oxadiazon,train
C#CCCCC,True,"Aliphatic long chain, triple bond",2,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",-2.36,1-Hexyne ,train
Cc1ccccc1Cl,True,(),0,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",-3.52,2-Chlorotoluene,train
CC(C)OC(C)C,True,(),0,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",-1.1,Diisopropyl ether ,train
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,True,aniline,1,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",-3.094,Dapsone,train
CNN,True,"hydrazine, Oxygen-nitrogen single bond",2,"InChI=1S/CH6N2/c1-3-2/h3H,2H2,1H3",1.34,Methyl hydrazine,train
C#CC,True,triple bond,1,"InChI=1S/C3H4/c1-3-2/h1H,2H3",-0.41,Propyne,train
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,True,"imine, Oxygen-nitrogen single bond, phosphor",3,"InChI=1S/C12H15N2O3PS/c1-3-15-18(19,16-4-2)17-14-12(10-13)11-8-6-5-7-9-11/h5-9H,3-4H2,1-2H3",-4.862,Phoxim,train
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,True,"acyclic C=C-O, Michael acceptor, phosphor",3,"InChI=1S/C10H20NO4PS/c1-6-11-16(17,13-5)15-9(4)7-10(12)14-8(2)3/h7-8H,6H2,1-5H3,(H,11,17)",-3.408,Propetamphos,train
C=CC=O,True,"aldehyde, Michael acceptor",2,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",0.57,Acrolein,train
Fc1ccccc1,True,(),0,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,-1.8,Fluorobenzene,train
CCCCl,True,alkyl halide,1,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3",-1.47,1-Chloropropane,train
CCOC(C)=O,True,(),0,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",-0.04,Ethyl acetate,train
CCCC(C)(C)C,True,(),0,"InChI=1S/C7H16/c1-5-6-7(2,3)4/h5-6H2,1-4H3",-4.36,"2,2-Dimethylpentane",train
Cc1cc(C)c(C)c(C)c1C,True,(),0,"InChI=1S/C11H16/c1-7-6-8(2)10(4)11(5)9(7)3/h6H,1-5H3",-4.0,Pentamethylbenzene,train
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,True,Aliphatic long chain,1,"InChI=1S/C18H34O4/c1-3-5-15-21-17(19)13-11-9-7-8-10-12-14-18(20)22-16-6-4-2/h3-16H2,1-2H3",-3.896,dibutyl sebacate,train
Cc1cccnc1C,True,(),0,"InChI=1S/C7H9N/c1-6-4-3-5-8-7(6)2/h3-5H,1-2H3",0.38,"2,3-Dimethylpyridine",train
C=C(C)C1C=CC(C)C(=O)C1,True,isolated alkene,1,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3",-2.06,Carvone,train
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,True,"het-C-het not in ring, phosphor",2,"InChI=1S/C11H16ClO2PS3/c1-3-13-15(16,14-4-2)18-9-17-11-7-5-10(12)6-8-11/h5-8H,3-4,9H2,1-2H3",-5.736000000000001,Carbophenthion,train
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3",-3.571,"Etoposide (148-167,25mg/ml)",train
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],True,"nitro group, Oxygen-nitrogen single bond",2,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3",-2.82,"2,4-Dinitrotoluene",train
Brc1ccc2ccccc2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,InChI=1S/C10H7Br/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,-4.4,2-bromonaphthalene,train
CNC(=O)Oc1cccc(N=CN(C)C)c1,True,"imine, imine",2,"InChI=1S/C11H15N3O2/c1-12-11(15)16-10-6-4-5-9(7-10)13-8-14(2)3/h4-8H,1-3H3,(H,12,15)",-2.34,Formetanate,train
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,True,phosphor,1,"InChI=1S/C9H17ClN3O3PS/c1-5-14-17(18,15-6-2)16-9-11-8(10)13(12-9)7(3)4/h7H,5-6H2,1-4H3",-3.658,Isazofos,train
C=CC(=C)C,True,polyene,1,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",-2.03,"2-Methyl-1,3-Butadiene ",train
C=CC(C)(O)CCC=C(C)C,True,isolated alkene,1,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",-1.99,linalool,train
COP(=S)(OC)Oc1ccc(SC)c(C)c1,True,phosphor,1,"InChI=1S/C10H15O3PS2/c1-8-7-9(5-6-10(8)16-4)13-14(15,11-2)12-3/h5-7H,1-4H3",-4.57,Fenthion,train
OC1CCCCC1,True,(),0,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",-0.44,Cyclohexanol ,train
C=CCC1(C)C(=O)NC(=O)NC1=O,True,"beta-keto/anhydride, isolated alkene",2,"InChI=1S/C8H10N2O3/c1-3-4-8(2)5(11)9-7(13)10-6(8)12/h3H,1,4H2,2H3,(H2,9,10,11,12,13)",-1.16,5-Allyl-5-methylbarbital,train
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3",-4.16,Epiandrosterone,train
OCC(O)C(O)C(O)C(O)CO,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2",0.06,mannitol,train
Cc1ccc(-c2ccccc2)cc1,True,(),0,"InChI=1S/C13H12/c1-11-7-9-13(10-8-11)12-5-3-2-4-6-12/h2-10H,1H3",-4.62,4-Methylbiphenyl,train
CCNc1nc(Cl)nc(NC(C)C)n1,True,(),0,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",-3.85,Atrazine,train
NC(=S)Nc1ccccc1,True,Thiocarbonyl group,1,"InChI=1S/C7H8N2S/c8-7(10)9-6-4-2-1-3-5-6/h1-5H,(H3,8,9,10)",-1.77,Phenylthiourea,train
CCCC(=O)CCC,True,(),0,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3",-1.3,4-Heptanone,train
CC(=O)C(C)(C)C,True,(),0,"InChI=1S/C6H12O/c1-5(7)6(2,3)4/h1-4H3",-0.72,"3,3-Dimethyl-2-butanone",train
Oc1ccc(Cl)cc1,True,(),0,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",-0.7,4-Chlorophenol ,train
O=C1CCCCC1,True,(),0,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,-0.6,Cyclohexanone,train
Cc1cccc(N)c1,True,aniline,1,"InChI=1S/C7H9N/c1-6-3-2-4-7(8)5-6/h2-5H,8H2,1H3",-0.85,m-Methylaniline,train
N#CC(Cl)(Cl)Cl,True,alkyl halide,1,"InChI=1S/C2Cl3N/c3-2(4,5)1-6",-2.168,Trichloroacetonitrile,train
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,True,(),0,"InChI=1S/C12H9ClF3N3O/c1-17-9-6-18-19(11(20)10(9)13)8-4-2-3-7(5-8)12(14,15)16/h2-6,17H,1H3",-4.046,norflurazon,train
CCCCCCCCC(C)=O,True,Aliphatic long chain,1,"InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3",-3.3,2-Decanone,train
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,True,(),0,"InChI=1S/C10H18ClN5/c1-5-16(6-2)10-14-8(11)13-9(15-10)12-7(3)4/h7H,5-6H2,1-4H3,(H,12,13,14,15)",-3.785,Ipazine,train
CCOC(=O)c1ccc(N)cc1,True,aniline,1,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",-2.616,Benzocaine,train
Clc1ccc(Cl)c(Cl)c1,True,halogenated ring,1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,-3.59,"1,2,4-Trichlorobenzene",train
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C17H12Cl2N4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",-4.09,Triazolam,train
Oc1ccccc1O,True,catechol,1,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",0.62,"1,2-Benzenediol",train
CCN1c2ncccc2C(=O)N(C)c2cccnc21,True,(),0,"InChI=1S/C14H14N4O/c1-3-18-12-10(6-4-8-15-12)14(19)17(2)11-7-5-9-16-13(11)18/h4-9H,3H2,1-2H3",-2.62,Reverse Transcriptase inhibitor 1,train
Cc1ccccc1Br,True,(),0,"InChI=1S/C7H7Br/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",-2.23,2-Bromotoluene,train
CCOC(N)=O,True,(),0,"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",0.85,O-Ethyl carbamate,train
CC(=O)OC1(C(C)=O)CCC2C3=CC(C)=C4CC(=O)CCC4(C)C3CCC21C,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C24H32O4/c1-14-12-18-19(22(4)9-6-17(27)13-21(14)22)7-10-23(5)20(18)8-11-24(23,15(2)25)28-16(3)26/h12-13,18-20H,6-11H2,1-5H3",-5.35,megestrol acetate,train
c1ccc2ccccc2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-3.6,Napthalene,train
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,True,hydantoin,1,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",-4.097,Phenytoin,train
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,True,"alkyl halide, phosphor, phthalimide",3,"InChI=1S/C14H17ClNO4PS2/c1-3-19-21(22,20-4-2)23-12(9-15)16-13(17)10-7-5-6-8-11(10)14(16)18/h5-8,12H,3-4,9H2,1-2H3",-6.34,Dialifor,train
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,True,alkyl halide,1,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3",-6.89,Methoxychlor,train
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,True,hydantoin,1,"InChI=1S/C21H22N2O4/c1-2-3-14-18(24)27-15-23-19(25)21(22-20(23)26,16-10-6-4-7-11-16)17-12-8-5-9-13-17/h4-13H,2-3,14-15H2,1H3,(H,22,26)",-4.678,3-Pentanoyloxymethylphenytoin,train
CN(C)C(=O)Nc1ccc(Cl)cc1,True,(),0,"InChI=1S/C9H11ClN2O/c1-12(2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",-2.89,Monuron,train
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,True,isolated alkene,1,"InChI=1S/C25H31FO8/c1-13(27)33-12-20(31)25(32)21(34-14(2)28)10-18-17-6-5-15-9-16(29)7-8-22(15,3)24(17,26)19(30)11-23(18,25)4/h7-9,17-19,21,30,32H,5-6,10-12H2,1-4H3",-4.13,triamcinolone diacetate,train
CCCCBr,True,alkyl halide,1,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",-2.37,1-Bromobutane,train
Brc1cc(Br)c(Br)cc1Br,True,halogenated ring,1,InChI=1S/C6H2Br4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,-6.98,"1,2,4,5-Tetrabromobenzene",train
CC(=O)CC(C)C,True,(),0,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",-0.74,4-Methyl-2-pentanone,train
CCSC(=O)N(CC)C1CCCCC1,True,thioester,1,"InChI=1S/C11H21NOS/c1-3-12(11(13)14-4-2)10-8-6-5-7-9-10/h10H,3-9H2,1-2H3",-3.4,cycloate,train
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C22H19Br2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3",-8.402000000000001,Deltamethrin,train
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,True,"beta-keto/anhydride, isolated alkene",2,"InChI=1S/C11H16N2O3/c1-4-6-11(7(3)5-2)8(14)12-10(16)13-9(11)15/h4,7H,1,5-6H2,2-3H3,(H2,12,13,14,15,16)",-2.016,Talbutal,train
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,True,"nitro group, Oxygen-nitrogen single bond, phosphor",3,"InChI=1S/C9H12NO5PS/c1-7-6-8(4-5-9(7)10(11)12)15-16(17,13-2)14-3/h4-6H,1-3H3",-4.04,Fenitrothion,train
Ic1cccc2ccccc12,True,iodine,1,InChI=1S/C10H7I/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,-4.55,1-Iodonapthalene,train
OCC(O)C(O)C(O)C(O)CO,False,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2",1.09,Sorbitol,train
CCS,True,thiol,1,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3",-0.6,Ethanethiol,train
ClCC(Cl)Cl,True,alkyl halide,1,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",-1.48,"1,1,2-Trichloroethane",train
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,True,(),0,"InChI=1S/C13H15N3O2/c1-10-9-12(18-13(17)15(2)3)16(14-10)11-7-5-4-6-8-11/h4-9H,1-3H3",-2.09,Pyrolan,train
NC(=O)c1ccccc1O,True,(),0,"InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)",-1.82,o-Hydroxybenzamide,train
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,True,beta-keto/anhydride,1,"InChI=1S/C10H16N2O3/c1-5(2)10(6(3)4)7(13)11-9(15)12-8(10)14/h5-6H,1-4H3,(H2,11,12,13,14,15)",-2.766,"5,5-Diisopropylbarbital",train
CCc1ccccc1C,True,(),0,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3",-3.21,2-Ethyltoluene,train
CCCCCCCCl,True,"Aliphatic long chain, alkyl halide",2,"InChI=1S/C7H15Cl/c1-2-3-4-5-6-7-8/h2-7H2,1H3",-4.0,1-Chloroheptane,train
CCC1(CC)C(=O)NC(=O)NC1=O,True,beta-keto/anhydride,1,"InChI=1S/C8H12N2O3/c1-3-8(4-2)5(11)9-7(13)10-6(8)12/h3-4H2,1-2H3,(H2,9,10,11,12,13)",-2.4,Barbital,train
c1ccc(CCc2ccccc2)cc1,True,(),0,"InChI=1S/C14H14/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-10H,11-12H2",-4.62,Bibenzyl ,train
ClC(Cl)C(Cl)Cl,True,alkyl halide,1,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,-1.74,"1,1,2,2-Tetrachloroethane",train
CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,True,(),0,"InChI=1S/C16H17N3O2/c1-4-19-13-9-11(21-3)8-10(2)14(13)18-16(20)12-6-5-7-17-15(12)19/h5-9H,4H2,1-3H3,(H,18,20)",-5.153,RTI 23,train
Cc1ccc2c(ccc3ccccc32)c1,True,Polycyclic aromatic hydrocarbon,1,"InChI=1S/C15H12/c1-11-6-9-15-13(10-11)8-7-12-4-2-3-5-14(12)15/h2-10H,1H3",-5.84,2-Methylphenanthrene,train
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,True,"halogenated ring, halogenated ring",2,"InChI=1S/C7H4Cl4O2/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h12H,1H3",-4.02,tetrachloroguaiacol,train
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,True,"Michael acceptor, phosphor",2,"InChI=1S/C10H19ClNO5P/c1-5-12(6-2)10(13)9(11)7-8-17-18(14,15-3)16-4/h7H,5-6,8H2,1-4H3",0.523,Dimecron,train
